0.000000e+00 0.000000e+00 
1.000000e-07 9.994993e-05 
2.000000e-07 1.998497e-04 
4.000000e-07 3.995488e-04 
8.000000e-07 7.983425e-04 
1.600000e-06 1.593494e-03 
3.200000e-06 3.173914e-03 
6.400000e-06 6.294114e-03 
1.000000e-05 9.737347e-03 
1.064000e-05 1.034069e-02 
1.192000e-05 1.154263e-02 
1.448000e-05 1.391767e-02 
1.960000e-05 1.854844e-02 
2.960000e-05 2.710747e-02 
3.960000e-05 3.498618e-02 
4.960000e-05 4.214100e-02 
5.960000e-05 4.853753e-02 
6.960000e-05 5.415040e-02 
7.960000e-05 5.896313e-02 
8.960000e-05 6.296782e-02 
9.960000e-05 6.616480e-02 
1.096000e-04 6.856227e-02 
1.196000e-04 7.017581e-02 
1.296000e-04 7.102785e-02 
1.396000e-04 7.114716e-02 
1.496000e-04 7.056823e-02 
1.596000e-04 6.933068e-02 
1.696000e-04 6.747860e-02 
1.796000e-04 6.505993e-02 
1.896000e-04 6.212576e-02 
1.996000e-04 5.872974e-02 
2.096000e-04 5.492740e-02 
2.196000e-04 5.077551e-02 
2.296000e-04 4.633150e-02 
2.396000e-04 4.165283e-02 
2.496000e-04 3.679645e-02 
2.596000e-04 3.181827e-02 
2.696000e-04 2.677268e-02 
2.796000e-04 2.171205e-02 
2.896000e-04 1.668636e-02 
2.996000e-04 1.174285e-02 
3.096000e-04 6.925601e-03 
3.196000e-04 2.275370e-03 
3.296000e-04 -2.170717e-03 
3.396000e-04 -6.379323e-03 
3.496000e-04 -1.032105e-02 
3.596000e-04 -1.397051e-02 
3.696000e-04 -1.730642e-02 
3.796000e-04 -2.031156e-02 
3.896000e-04 -2.297279e-02 
3.996000e-04 -2.528094e-02 
4.096000e-04 -2.723072e-02 
4.196000e-04 -2.882061e-02 
4.296000e-04 -3.005264e-02 
4.396000e-04 -3.093223e-02 
4.496000e-04 -3.146798e-02 
4.596000e-04 -3.167140e-02 
4.696000e-04 -3.155668e-02 
4.796000e-04 -3.114042e-02 
4.896000e-04 -3.044135e-02 
4.996000e-04 -2.948003e-02 
5.096000e-04 -2.827858e-02 
5.196000e-04 -2.686038e-02 
5.296000e-04 -2.524978e-02 
5.396000e-04 -2.347181e-02 
5.496000e-04 -2.155192e-02 
5.596000e-04 -1.951571e-02 
5.696000e-04 -1.738865e-02 
5.796000e-04 -1.519586e-02 
5.896000e-04 -1.296189e-02 
5.996000e-04 -1.071047e-02 
6.096000e-04 -8.464380e-03 
6.196000e-04 -6.245206e-03 
6.296000e-04 -4.073241e-03 
6.396000e-04 -1.967325e-03 
6.496000e-04 5.525973e-05 
6.596000e-04 1.978884e-03 
6.696000e-04 3.789642e-03 
6.796000e-04 5.475404e-03 
6.896000e-04 7.025844e-03 
6.996000e-04 8.432459e-03 
7.096000e-04 9.688558e-03 
7.196000e-04 1.078924e-02 
7.296000e-04 1.173136e-02 
7.396000e-04 1.251345e-02 
7.496000e-04 1.313571e-02 
7.596000e-04 1.359984e-02 
7.696000e-04 1.390903e-02 
7.796000e-04 1.406780e-02 
7.896000e-04 1.408194e-02 
7.996000e-04 1.395834e-02 
8.096000e-04 1.370490e-02 
8.196000e-04 1.333042e-02 
8.296000e-04 1.284442e-02 
8.396000e-04 1.225707e-02 
